2023-11-22 12:03:02.906 | INFO     | app:main:10 - %s started
2023-11-22 12:03:02.907 | INFO     | app:main:11 - PostgreSQL connection %s
2023-11-22 12:03:02.935 | INFO     | telegram_bot.telegram_bot_service:run_bot_task:41 - Bot polling started
2023-11-22 12:03:35.004 | INFO     | app:main:10 - testbot started
2023-11-22 12:03:35.004 | INFO     | app:main:11 - PostgreSQL connection postgres://postgres@localhost/test_base
2023-11-22 12:03:35.014 | INFO     | telegram_bot.telegram_bot_service:run_bot_task:41 - Bot polling started
2023-11-22 12:05:46.828 | INFO     | app:main:10 - testbot started
2023-11-22 12:05:46.828 | INFO     | app:main:11 - PostgreSQL connection postgres://postgres@localhost/test_base
2023-11-22 12:05:46.854 | INFO     | telegram_bot.telegram_bot_service:run_bot_task:41 - Bot polling started
2023-11-22 12:06:03.879 | INFO     | app:main:10 - testbot started
2023-11-22 12:06:03.879 | INFO     | app:main:11 - PostgreSQL connection postgres://postgres@localhost/test_base
2023-11-22 12:06:03.901 | INFO     | telegram_bot.telegram_bot_service:run_bot_task:41 - Bot polling started
2023-11-22 12:06:18.987 | INFO     | telegram_bot.telegram_bot_service:job:62 - Successfully send message to 861467568
2023-11-22 12:06:22.348 | INFO     | app:main:10 - testbot started
2023-11-22 12:06:22.349 | INFO     | app:main:11 - PostgreSQL connection postgres://postgres@localhost/test_base
2023-11-22 12:06:22.360 | INFO     | telegram_bot.telegram_bot_service:run_bot_task:41 - Bot polling started
2023-11-22 12:06:49.521 | INFO     | telegram_bot.telegram_bot_service:job:54 - Successfully send message to 861467568
2023-11-22 12:07:20.529 | INFO     | telegram_bot.telegram_bot_service:job:59 - Successfully send message to 861467568
2023-11-22 12:07:51.512 | INFO     | telegram_bot.telegram_bot_service:job:63 - Successfully send message to 861467568
2023-11-22 12:08:22.470 | INFO     | telegram_bot.telegram_bot_service:job:54 - Successfully send message to 861467568
2023-11-22 12:08:53.596 | INFO     | telegram_bot.telegram_bot_service:job:59 - Successfully send message to 861467568
2023-11-22 12:09:00.051 | INFO     | app:main:10 - testbot started
2023-11-22 12:09:00.051 | INFO     | app:main:11 - PostgreSQL connection postgres://postgres@localhost/test_base
2023-11-22 12:09:00.062 | INFO     | telegram_bot.telegram_bot_service:run_bot_task:41 - Bot polling started
2023-11-22 12:09:12.043 | INFO     | app:main:10 - testbot started
2023-11-22 12:09:12.043 | INFO     | app:main:11 - PostgreSQL connection postgres://postgres@localhost/test_base
2023-11-22 12:09:12.071 | INFO     | telegram_bot.telegram_bot_service:run_bot_task:41 - Bot polling started
2023-11-22 12:09:13.200 | INFO     | telegram_bot.telegram_bot_service:job:73 - Successfully send message to 861467568
2023-11-22 12:09:20.151 | INFO     | telegram_bot.telegram_bot_service:job:56 - Successfully send message to 861467568: Добрый день!
2023-11-22 12:09:27.153 | INFO     | telegram_bot.telegram_bot_service:job:64 - Successfully send message to 861467568: Подготовила для вас материал
2023-11-22 12:09:27.243 | INFO     | telegram_bot.telegram_bot_service:job:67 - Successfully send photo to 861467568: https://mimigram.ru/wp-content/uploads/2020/07/%D0%A7%D1%82%D0%BE-%D1%82%D0%B0%D0%BA%D0%BE%D0%B5-%D1%84%D0%BE%D1%82%D0%BE.jpeg
2023-11-22 12:09:34.211 | INFO     | telegram_bot.telegram_bot_service:job:73 - Successfully send message to 861467568
2023-11-22 12:09:42.360 | INFO     | app:main:10 - testbot started
2023-11-22 12:09:42.360 | INFO     | app:main:11 - PostgreSQL connection postgres://postgres@localhost/test_base
2023-11-22 12:09:42.372 | INFO     | telegram_bot.telegram_bot_service:run_bot_task:41 - Bot polling started
2023-11-22 12:09:44.493 | INFO     | telegram_bot.telegram_bot_service:job:56 - Successfully send message to 861467568: Добрый день!
2023-11-22 12:09:51.480 | INFO     | telegram_bot.telegram_bot_service:job:64 - Successfully send message to 861467568: Подготовила для вас материал
